,city,city_id,cloudiness,cod,country,date,humidity,lat,lon,main_pressure,main_temp,sys_country,sys_id,sys_sunrise,sys_sunset,sys_type,temp_max,temp_min,timezone,visibility,weather_description,weather_icon,weather_id,weather_main,wind_deg,wind_speed
700,Makat,NaN,32.0,NaN,KZ,1573178862.0,59.0,47.65,53.35,NaN,NaN,KZ,NaN,NaN,NaN,NaN,38.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.37
701,Nganjuk,NaN,52.0,NaN,ID,1573178863.0,39.0,-7.6,111.9,NaN,NaN,ID,NaN,NaN,NaN,NaN,94.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.08
702,Daru,NaN,100.0,NaN,PG,1573178864.0,62.0,-9.07,143.21,NaN,NaN,PG,NaN,NaN,NaN,NaN,87.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.24
703,Valdivia,NaN,92.0,NaN,CL,1573178865.0,58.0,-39.81,-73.25,NaN,NaN,CL,NaN,NaN,NaN,NaN,44.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.68
704,Nadym,NaN,99.0,NaN,RU,1573178868.0,97.0,65.53,72.51,NaN,NaN,RU,NaN,NaN,NaN,NaN,-5.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.64
705,Penuelas,4566687,1.0,200,PR,1573178869.0,83.0,18.06,-66.72,1015,78.8,PR,8768,1573122523,1573163544,1,78.8,78.8,-14400,16093,clear sky,01n,800,Clear,110,10.29
706,Serebryansk,NaN,29.0,NaN,KZ,1573178870.0,60.0,49.68,83.3,NaN,NaN,KZ,NaN,NaN,NaN,NaN,30.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.92
707,Mayskiy,528248,27.0,200,RU,1573178871.0,49.0,43.63,44.06,1017,46.4,RU,8967,1573184874,1573220824,1,46.4,46.4,10800,10000,scattered clouds,03n,802,Clouds,250,4.47
708,Acapulco,3533462,5.0,200,MX,1573178872.0,79.0,16.86,-99.88,1011,84.2,MX,7103,1573130393,1573171592,1,84.2,84.2,-21600,9656,clear sky,01n,800,Clear,270,6.93
709,Bonnyville,5905616,90.0,200,CA,1573178873.0,62.0,54.27,-110.74,1015,24.8,CA,870,1573137361,1573169836,1,24.8,24.8,-25200,24140,overcast clouds,04n,804,Clouds,190,6.93
710,Arinos,NaN,4.0,NaN,BR,1573178874.0,68.0,-15.92,-46.11,NaN,NaN,BR,NaN,NaN,NaN,NaN,74.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.83
711,Lima,3936456,75.0,200,PE,1573178875.0,82.0,-12.06,-77.04,1011,64.4,PE,8682,1573122841,1573168180,1,64.4,64.4,-18000,10000,broken clouds,04n,803,Clouds,180,9.17
712,Coquimbo,NaN,0.0,NaN,CL,1573178876.0,88.0,-29.95,-71.34,NaN,NaN,CL,NaN,NaN,NaN,NaN,57.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.12
713,Zafra,NaN,14.0,NaN,ES,1573178583.0,93.0,38.43,-6.42,NaN,NaN,ES,NaN,NaN,NaN,NaN,43.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.49
714,Thayetmyo,NaN,100.0,NaN,MM,1573178879.0,97.0,19.32,95.18,NaN,NaN,MM,NaN,NaN,NaN,NaN,73.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.73
715,Laguna,3581398,40.0,200,BZ,1573178880.0,88.0,16.17,-88.94,1014,78.8,BZ,7081,1573127714,1573169019,1,78.8,78.8,-21600,10000,scattered clouds,03n,802,Clouds,293,1.68
716,Iranshahr,NaN,0.0,NaN,IR,1573178881.0,7.0,27.21,60.69,NaN,NaN,IR,NaN,NaN,NaN,NaN,58.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.92
717,Khash,NaN,0.0,NaN,IR,1573178882.0,13.0,28.22,61.21,NaN,NaN,IR,NaN,NaN,NaN,NaN,49.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.65
718,Drovyanaya,2024848,20.0,200,RU,1573178883.0,63.0,51.58,113.05,1018,30.2,RU,8890,1573169558,1573203024,1,30.2,30.2,32400,10000,few clouds,02d,801,Clouds,290,7.02
719,Havoysund,779622,76.0,200,NO,1573178885.0,72.0,71.0,24.66,1016,17.6,NO,1632,1573198933,1573216078,1,17.6,17.6,3600,10000,light snow,13n,600,Snow,70,6.93
720,Saint Cloud,5044407,0.0,200,US,1573178886.0,92.0,45.56,-94.16,1033,13.64,US,4878,1573131865,1573167374,1,17.6,10.4,-21600,16093,clear sky,01n,800,Clear,304,1.32
721,Jumla,NaN,63.0,NaN,NP,1573178889.0,47.0,29.28,82.18,NaN,NaN,NP,NaN,NaN,NaN,NaN,50.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.16
722,Ust-Kut,NaN,100.0,NaN,RU,1573178891.0,94.0,56.78,105.75,NaN,NaN,RU,NaN,NaN,NaN,NaN,28.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.1
723,Acajutla,NaN,57.0,NaN,SV,1573178892.0,70.0,13.59,-89.83,NaN,NaN,SV,NaN,NaN,NaN,NaN,83.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.85
724,Hatillo,4565346,1.0,200,PR,1573178893.0,83.0,18.49,-66.83,1015,78.8,PR,8768,1573122582,1573163538,1,78.8,78.8,-14400,16093,clear sky,01n,800,Clear,110,10.29
725,Indergarh,NaN,0.0,NaN,IN,1573178894.0,37.0,26.94,79.67,NaN,NaN,IN,NaN,NaN,NaN,NaN,76.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.38
726,Lasa,146639,20.0,200,CY,1573178804.0,49.0,34.92,32.53,1013,66.83,CY,6374,1573186615,1573224619,1,68.0,66.2,7200,10000,few clouds,02n,801,Clouds,20,8.05
727,Grafton,2164771,0.0,200,AU,1573178896.0,7.0,-29.69,152.93,1003,93.2,AU,9523,1573152564,1573200874,1,93.2,93.2,39600,10000,clear sky,01d,800,Clear,330,8.05
728,Santa Marta,3668605,40.0,200,CO,1573178897.0,79.0,11.24,-74.21,1007,84.2,CO,8624,1573123816,1573165846,1,84.2,84.2,-18000,10000,scattered clouds,03n,802,Clouds,80,3.36
729,Gafanha da Encarnacao,2739153,20.0,200,PT,1573178898.0,93.0,40.62,-8.73,1017,46.4,PT,6900,1573197168,1573233872,1,46.4,46.4,0,10000,shower rain,09n,521,Rain,331,4.59
730,Tsumeb,NaN,100.0,NaN,NA,1573178899.0,68.0,-19.25,17.72,NaN,NaN,NA,NaN,NaN,NaN,NaN,67.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.78
731,Dauphin,5935341,1.0,200,CA,1573178901.0,66.0,51.15,-100.04,1026,15.8,CA,780,1573134177,1573167885,1,15.8,15.8,-21600,14484,clear sky,01n,800,Clear,220,6.93
732,Sembakung,1627877,75.0,200,ID,1573178903.0,83.0,3.82,117.25,1012,80.6,ID,9378,1573163745,1573206821,1,80.6,80.6,28800,8000,broken clouds,04d,803,Clouds,170,8.05
733,Kintampo,NaN,1.0,NaN,GH,1573178904.0,80.0,8.05,-1.73,NaN,NaN,GH,NaN,NaN,NaN,NaN,75.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.17
734,Launceston,2160517,75.0,200,AU,1573178905.0,76.0,-41.43,147.14,998,50,AU,9549,1573152616,1573203601,1,50.0,50,39600,10000,broken clouds,04d,803,Clouds,280,5.82
735,Nuuk,3421319,75.0,200,GL,1573178906.0,38.0,64.17,-51.74,985,39.2,GL,86,1573126125,1573152751,1,39.2,39.2,-10800,10000,broken clouds,04n,803,Clouds,100,17.22
736,Jishou,NaN,0.0,NaN,CN,1573178907.0,52.0,28.26,109.7,NaN,NaN,CN,NaN,NaN,NaN,NaN,62.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.54
737,Bharatpur,NaN,100.0,NaN,IN,1573178908.0,51.0,27.22,77.5,NaN,NaN,IN,NaN,NaN,NaN,NaN,73.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9
738,Hirara,1862505,40.0,200,JP,1573178911.0,64.0,24.8,125.28,1015,77.05,JP,8143,1573163399,1573203312,1,78.8,75.2,32400,10000,scattered clouds,03d,802,Clouds,20,14.99
739,Marsh Harbour,NaN,12.0,NaN,BS,1573178912.0,82.0,26.54,-77.06,NaN,NaN,BS,NaN,NaN,NaN,NaN,79.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.21
740,Kupang,2057087,20.0,200,ID,1573178913.0,52.0,-10.16,123.6,1012,91.4,ID,9364,1573161222,1573206295,1,91.4,91.4,28800,10000,few clouds,02d,801,Clouds,320,6.93
741,Hay River,5972762,75.0,200,CA,1573178914.0,85.0,60.82,-115.79,1016,14,CA,819,1573140287,1573169335,1,14.0,14,-25200,24140,broken clouds,04n,803,Clouds,100,3.36
742,Morondava,NaN,61.0,NaN,MG,1573178915.0,81.0,-20.3,44.28,NaN,NaN,MG,NaN,NaN,NaN,NaN,77.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.77
743,Shache,NaN,80.0,NaN,CN,1573178916.0,36.0,38.42,77.24,NaN,NaN,CN,NaN,NaN,NaN,NaN,49.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.08
744,Milkovo,727030,40.0,200,BG,1573178917.0,87.0,41.53,24.68,1010,56.95,BG,6627,1573189256,1573225746,1,60.8,53.6,7200,10000,scattered clouds,03n,802,Clouds,130,8.05
745,Dongobesh,NaN,100.0,NaN,TZ,1573178918.0,84.0,-4.07,35.37,NaN,NaN,TZ,NaN,NaN,NaN,NaN,53.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.67
746,Hutchinson,4273299,1.0,200,US,1573178920.0,42.0,38.06,-97.93,1033,30.31,US,9720,1573131825,1573169224,1,33.8,28.4,-21600,16093,clear sky,01n,800,Clear,90,3.36
747,Jining,NaN,0.0,NaN,CN,1573178725.0,49.0,35.41,116.58,NaN,NaN,CN,NaN,NaN,NaN,NaN,60.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.99
748,Takoradi,NaN,0.0,NaN,GH,1573178922.0,85.0,4.89,-1.75,NaN,NaN,GH,NaN,NaN,NaN,NaN,79.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.42
749,Carnot,NaN,56.0,NaN,CF,1573178923.0,83.0,4.94,15.87,NaN,NaN,CF,NaN,NaN,NaN,NaN,67.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.12
750,Kholodnyy,NaN,100.0,NaN,RU,1573178924.0,92.0,62.72,147.95,NaN,NaN,RU,NaN,NaN,NaN,NaN,11.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.53
751,Krasnyy Chikoy,NaN,3.0,NaN,RU,1573178925.0,65.0,50.36,108.75,NaN,NaN,RU,NaN,NaN,NaN,NaN,32.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.54
752,Tabou,NaN,24.0,NaN,CI,1573178927.0,94.0,4.42,-7.36,NaN,NaN,CI,NaN,NaN,NaN,NaN,75.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.74
753,San Policarpo,NaN,0.0,NaN,PH,1573178928.0,68.0,12.18,125.51,NaN,NaN,PH,NaN,NaN,NaN,NaN,85.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.34
754,Sabzevar,NaN,0.0,NaN,IR,1573178930.0,20.0,36.21,57.68,NaN,NaN,IR,NaN,NaN,NaN,NaN,46.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.37
755,Kargil,NaN,100.0,NaN,PK,1573178932.0,65.0,34.56,76.13,NaN,NaN,PK,NaN,NaN,NaN,NaN,21.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.09
756,Coihaique,NaN,100.0,NaN,CL,1573178933.0,98.0,-45.58,-72.07,NaN,NaN,CL,NaN,NaN,NaN,NaN,29.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.01
757,Malibu,3515001,40.0,200,MX,1573178934.0,73.0,16.77,-93.16,1015,77,MX,7162,1573128773,1573169986,1,77.0,77,-21600,16093,scattered clouds,03n,802,Clouds,310,8.05
758,Srandakan,NaN,4.0,NaN,ID,1573178935.0,53.0,-7.94,110.25,NaN,NaN,ID,NaN,NaN,NaN,NaN,85.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.55
759,Boddam,2655288,0.0,200,GB,1573178936.0,80.0,57.47,-1.78,1010,35.6,GB,1440,1573198454,1573229249,1,35.6,35.6,0,10000,light rain,10n,500,Rain,330,8.05
760,Nishihara,1850144,20.0,200,JP,1573178937.0,51.0,35.74,139.53,1016,61.23,JP,8074,1573161003,1573198867,1,62.6,59,32400,10000,few clouds,02d,801,Clouds,20,5.82
761,Niquero,NaN,0.0,NaN,CU,1573178938.0,93.0,20.04,-77.58,NaN,NaN,CU,NaN,NaN,NaN,NaN,74.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.63
762,Magadan,NaN,100.0,NaN,RU,1573178939.0,74.0,59.56,150.8,NaN,NaN,RU,NaN,NaN,NaN,NaN,36.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.26
763,Atambua,NaN,0.0,NaN,ID,1573178941.0,59.0,-9.11,124.89,NaN,NaN,ID,NaN,NaN,NaN,NaN,85.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.24
764,Talas,NaN,0.0,NaN,KG,1573178942.0,53.0,42.52,72.24,NaN,NaN,KG,NaN,NaN,NaN,NaN,35.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.34
765,Turukhansk,NaN,93.0,NaN,RU,1573178943.0,98.0,65.8,87.96,NaN,NaN,RU,NaN,NaN,NaN,NaN,6.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.44
766,Letlhakeng,NaN,100.0,NaN,BW,1573178944.0,24.0,-24.1,25.03,NaN,NaN,BW,NaN,NaN,NaN,NaN,76.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.03
767,Tokonou,NaN,82.0,NaN,GN,1573178945.0,86.0,9.65,-9.78,NaN,NaN,GN,NaN,NaN,NaN,NaN,71.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.34
768,Harper,4696310,90.0,200,US,1573178946.0,86.0,30.3,-99.24,1029,41,US,4572,1573131352,1573170325,1,41.0,41,-21600,16093,overcast clouds,04n,804,Clouds,10,13.87
769,Aksarka,NaN,0.0,NaN,RU,1573178947.0,85.0,66.56,67.8,NaN,NaN,RU,NaN,NaN,NaN,NaN,-4.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.53
770,Awbari,NaN,0.0,NaN,LY,1573178948.0,39.0,26.59,12.77,NaN,NaN,LY,NaN,NaN,NaN,NaN,64.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.97
771,Oyama,1853483,20.0,200,JP,1573178949.0,41.0,36.31,139.8,1016,60.8,JP,7957,1573160999,1573198742,1,60.8,60.8,32400,10000,few clouds,02d,801,Clouds,20,9.17
772,Bosanski Novi,NaN,0.0,NaN,BA,1573178950.0,83.0,45.05,16.38,NaN,NaN,BA,NaN,NaN,NaN,NaN,42.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.03
773,Carmen,1718337,40.0,200,PH,1573178952.0,66.0,7.36,125.71,1011,87.8,PH,8154,1573161965,1573204540,1,87.8,87.8,28800,10000,scattered clouds,03d,802,Clouds,50,3.36
774,Barentu,NaN,0.0,NaN,ER,1573178953.0,46.0,15.11,37.59,NaN,NaN,ER,NaN,NaN,NaN,NaN,76.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.14
775,Krasnogvardeyskiy,NaN,100.0,NaN,RU,1573178954.0,86.0,57.38,62.32,NaN,NaN,RU,NaN,NaN,NaN,NaN,26.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.68
776,Yining,NaN,0.0,NaN,CN,1573178955.0,44.0,29.04,114.56,NaN,NaN,CN,NaN,NaN,NaN,NaN,67.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.98
777,Bishop Auckland,2655583,20.0,200,GB,1573178956.0,80.0,54.66,-1.68,1005,44.37,GB,1427,1573197755,1573229900,1,46.4,41,0,10000,few clouds,02n,801,Clouds,30,13.87
778,Kenai,5866063,90.0,200,US,1573178957.0,87.0,60.55,-151.26,1006,42.8,US,7680,1573148729,1573177919,1,42.8,42.8,-32400,16093,light rain,10n,500,Rain,10,14.99
779,Batagay-Alyta,NaN,92.0,NaN,RU,1573178958.0,98.0,67.8,130.41,NaN,NaN,RU,NaN,NaN,NaN,NaN,-6.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.98
780,Jaciara,NaN,100.0,NaN,BR,1573178959.0,92.0,-15.95,-54.98,NaN,NaN,BR,NaN,NaN,NaN,NaN,71.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.88
781,Ramanuj Ganj,NaN,100.0,NaN,IN,1573178960.0,52.0,23.81,83.7,NaN,NaN,IN,NaN,NaN,NaN,NaN,70.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.72
782,Socuellamos,NaN,69.0,NaN,ES,1573178962.0,76.0,39.29,-2.79,NaN,NaN,ES,NaN,NaN,NaN,NaN,40.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.59
783,Peskovka,NaN,91.0,NaN,RU,1573178963.0,96.0,59.04,52.36,NaN,NaN,RU,NaN,NaN,NaN,NaN,8.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.32
784,Do Gonbadan,136014,40.0,200,IR,1573178964.0,42.0,30.36,50.8,1012,66.2,IR,7441,1573181777,1573220687,1,66.2,66.2,12600,10000,scattered clouds,03n,802,Clouds,24,1.92
785,Palatka,NaN,61.0,NaN,RU,1573178965.0,85.0,60.1,150.94,NaN,NaN,RU,NaN,NaN,NaN,NaN,28.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.06
786,Onega,NaN,100.0,NaN,RU,1573178966.0,89.0,63.91,38.09,NaN,NaN,RU,NaN,NaN,NaN,NaN,20.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.71
787,Goulburn,NaN,80.0,NaN,AU,1573178967.0,70.0,-34.75,149.72,NaN,NaN,AU,NaN,NaN,NaN,NaN,51.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.98
788,Saint-Joseph,3037456,100.0,200,FR,1573178968.0,93.0,43.56,6.97,1001,50.59,FR,6507,1573193775,1573229728,1,51.8,50,3600,10000,overcast clouds,04n,804,Clouds,259,8.1
789,Vrangel,NaN,94.0,NaN,RU,1573178969.0,55.0,42.73,133.08,NaN,NaN,RU,NaN,NaN,NaN,NaN,47.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.37
790,Warman,6176226,90.0,200,CA,1573178970.0,85.0,52.32,-106.58,1020,15.8,CA,977,1573135967,1573169234,1,15.8,15.8,-21600,24140,overcast clouds,04n,804,Clouds,150,10.29
791,Champerico,3530097,40.0,200,MX,1573178971.0,73.0,16.38,-93.6,1015,77,MX,7162,1573128849,1573170121,1,77.0,77,-21600,16093,scattered clouds,03n,802,Clouds,310,8.05
792,Sisophon,NaN,35.0,NaN,KH,1573178973.0,68.0,13.59,102.97,NaN,NaN,KH,NaN,NaN,NaN,NaN,79.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.61
793,Pasighat,NaN,100.0,NaN,IN,1573178974.0,54.0,28.06,95.33,NaN,NaN,IN,NaN,NaN,NaN,NaN,74.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.44
794,Severobaykalsk,NaN,98.0,NaN,RU,1573178975.0,88.0,55.65,109.32,NaN,NaN,RU,NaN,NaN,NaN,NaN,33.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.42
795,Navahrudak,NaN,52.0,NaN,BY,1573178976.0,96.0,53.59,25.82,NaN,NaN,BY,NaN,NaN,NaN,NaN,41.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.78
796,Zhigalovo,NaN,65.0,NaN,RU,1573178977.0,73.0,54.81,105.15,NaN,NaN,RU,NaN,NaN,NaN,NaN,30.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.57
797,Mikuni,1857260,20.0,200,JP,1573178978.0,50.0,36.22,136.15,1020,53.6,JP,8017,1573161866,1573199627,1,53.6,53.6,32400,10000,few clouds,02d,801,Clouds,40,14.99
798,Antalaha,NaN,100.0,NaN,MG,1573178979.0,82.0,-14.9,50.28,NaN,NaN,MG,NaN,NaN,NaN,NaN,77.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.66
799,Kalianget,1621395,20.0,200,ID,1573178980.0,62.0,-7.35,109.91,1012,84.2,ID,9362,1573164713,1573209376,1,84.2,84.2,25200,6000,few clouds,02d,801,Clouds,20,3.36
800,Quepos,3622193,100.0,200,CR,1573178981.0,69.0,9.43,-84.16,1014,73.4,CR,7217,1573126075,1573168364,1,73.4,73.4,-21600,10000,overcast clouds,04n,804,Clouds,90,12.75
801,Grand-Lahou,NaN,0.0,NaN,CI,1573178982.0,77.0,5.24,-5.0,NaN,NaN,CI,NaN,NaN,NaN,NaN,81.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.95
802,Barcelos,NaN,96.0,NaN,BR,1573178984.0,67.0,-0.97,-62.93,NaN,NaN,BR,NaN,NaN,NaN,NaN,79.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.58
803,Chichica,3708948,40.0,200,PA,1573178985.0,94.0,8.49,-82.16,1006,78.8,PA,7184,1573125528,1573167950,1,78.8,78.8,-18000,10000,scattered clouds,03n,802,Clouds,19,5.88
804,Kefamenanu,NaN,0.0,NaN,ID,1573178986.0,28.0,-9.45,124.48,NaN,NaN,ID,NaN,NaN,NaN,NaN,94.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.67
805,Huarmey,NaN,71.0,NaN,PE,1573178987.0,82.0,-10.07,-78.15,NaN,NaN,PE,NaN,NaN,NaN,NaN,61.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.48
806,Hervey Bay,2146219,0.0,200,AU,1573178988.0,35.0,-25.3,152.85,1009,87.8,AU,9501,1573152992,1573200485,1,87.8,87.8,36000,10000,clear sky,01d,800,Clear,360,14.99
807,Oistins,3373652,75.0,200,BB,1573178989.0,74.0,13.07,-59.53,1012,82.4,BB,8772,1573120425,1573162191,1,82.4,82.4,-14400,10000,broken clouds,04n,803,Clouds,90,21.92
808,Kushiro,2129072,20.0,200,JP,1573178990.0,48.0,43.11,144.15,1012,39.2,JP,7977,1573160761,1573196892,1,39.2,39.2,32400,10000,few clouds,02d,801,Clouds,280,12.75
809,Inzhavino,NaN,100.0,NaN,RU,1573178991.0,87.0,52.33,42.5,NaN,NaN,RU,NaN,NaN,NaN,NaN,47.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.23
810,Kidal,NaN,0.0,NaN,ML,1573178992.0,20.0,18.44,1.41,NaN,NaN,ML,NaN,NaN,NaN,NaN,73.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.74
811,Leh,NaN,100.0,NaN,IN,1573178994.0,88.0,34.16,77.58,NaN,NaN,IN,NaN,NaN,NaN,NaN,14.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.74
812,Novikovo,NaN,100.0,NaN,RU,1573178995.0,95.0,51.15,37.89,NaN,NaN,RU,NaN,NaN,NaN,NaN,51.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.06
813,Huilong,NaN,96.0,NaN,CN,1573178996.0,74.0,31.15,106.5,NaN,NaN,CN,NaN,NaN,NaN,NaN,62.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.98
814,Kalaleh,129512,0.0,200,IR,1573178997.0,75.0,37.38,55.49,NaN,NaN,IR,7492,1573181365,1573218847,1,46.4,NaN,12600,NaN,NaN,NaN,NaN,NaN,NaN,2.24
815,Shakawe,NaN,95.0,NaN,BW,1573178998.0,46.0,-18.36,21.84,NaN,NaN,BW,NaN,NaN,NaN,NaN,78.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.65
816,Fereydun Kenar,134602,0.0,200,IR,1573179000.0,93.0,36.69,52.52,1021,49.69,IR,7490,1573182002,1573219635,1,51.8,48.2,12600,10000,clear sky,01n,800,Clear,134,1.57
817,Tshane,NaN,100.0,NaN,BW,1573179001.0,14.0,-24.02,21.87,NaN,NaN,BW,NaN,NaN,NaN,NaN,71.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.52
818,Severodvinsk,496285,40.0,200,RU,1573179003.0,79.0,64.56,39.82,1022,24.8,RU,8922,1573190870,1573216864,1,24.8,24.8,10800,10000,scattered clouds,03n,802,Clouds,180,4.47
819,Chaiyaphum,NaN,18.0,NaN,TH,1573179004.0,60.0,15.81,102.03,NaN,NaN,TH,NaN,NaN,NaN,NaN,77.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.71
820,Kirakira,NaN,100.0,NaN,SB,1573179005.0,82.0,-10.46,161.92,NaN,NaN,SB,NaN,NaN,NaN,NaN,80.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.57
821,Noumea,2139521,40.0,200,NC,1573179006.0,48.0,-22.28,166.46,1010,84.2,NC,7344,1573149989,1573196955,1,84.2,84.2,39600,10000,scattered clouds,03d,802,Clouds,210,11.41
822,Jose Bonifacio,3459667,100.0,200,BR,1573179008.0,51.0,-21.05,-49.69,1012,84.2,BR,8448,1573115578,1573162314,1,84.2,84.2,-10800,10000,moderate rain,10n,501,Rain,120,9.17
823,Canico,2270258,75.0,200,PT,1573179009.0,64.0,32.63,-16.85,1023,66.96,PT,6894,1573198241,1573236696,1,68.0,66.2,0,10000,broken clouds,04n,803,Clouds,20,14.99
824,Praia,3460954,97.0,200,BR,1573179010.0,57.0,-20.25,-43.81,1014,77.97,BR,8329,1573114233,1573160837,1,78.8,77,-10800,10000,overcast clouds,04n,804,Clouds,110,9.17
825,Baykit,NaN,100.0,NaN,RU,1573179011.0,90.0,61.68,96.39,NaN,NaN,RU,NaN,NaN,NaN,NaN,29.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.73
826,Port-Gentil,NaN,100.0,NaN,GA,1573179012.0,83.0,-0.72,8.78,NaN,NaN,GA,NaN,NaN,NaN,NaN,80.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.25
827,Lubao,NaN,100.0,NaN,CD,1573179014.0,96.0,-5.39,25.75,NaN,NaN,CD,NaN,NaN,NaN,NaN,68.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.66
828,Peniche,2264923,40.0,200,PT,1573179015.0,87.0,39.36,-9.38,1019,53.92,PT,6901,1573197172,1573234179,1,55.4,51.8,0,7000,shower rain,09n,521,Rain,360,6.93
829,Chulman,NaN,99.0,NaN,RU,1573179016.0,90.0,56.84,124.9,NaN,NaN,RU,NaN,NaN,NaN,NaN,-0.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.97
