,city,city_id,cloudiness,cod,country,date,humidity,lat,lon,main_pressure,main_temp,sys_country,sys_id,sys_sunrise,sys_sunset,sys_type,temp_max,temp_min,timezone,visibility,weather_description,weather_icon,weather_id,weather_main,wind_deg,wind_speed
499,Waldshut-Tiengen,2814791,90.0,200,DE,1573178611.0,86.0,47.62,8.22,1005,41,DE,6941,1573194066,1573228836,1,41.0,41,3600,10000,light rain,10n,500,Rain,50,3.36
500,Aneza,265028,90.0,200,GR,1573178612.0,87.0,39.09,20.92,1007,57.83,GR,6638,1573189863,1573226944,1,60.8,55.4,7200,10000,overcast clouds,04n,804,Clouds,149,8.46
501,Mackay,5921525,90.0,200,CA,1573178613.0,80.0,53.65,-115.58,1013,31.1,CA,1012,1573138394,1573171126,1,32.0,30.2,-25200,24140,overcast clouds,04n,804,Clouds,300,2.24
502,Ler,3146125,86.0,200,NO,1573178614.0,85.0,63.2,10.3,1013,19.18,NO,1676,1573197393,1573224511,1,21.2,15.8,3600,10000,overcast clouds,04n,804,Clouds,140,3.36
503,Presidencia Roque Saenz Pena,NaN,0.0,NaN,AR,1573178617.0,68.0,-26.79,-60.44,NaN,NaN,AR,NaN,NaN,NaN,NaN,70.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.55
504,Fuxin,NaN,0.0,NaN,CN,1573178618.0,29.0,42.02,121.65,NaN,NaN,CN,NaN,NaN,NaN,NaN,50.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.22
505,Kununurra,2068110,81.0,200,AU,1573178619.0,34.0,-15.77,128.74,1011,96.8,AU,9587,1573159566,1573205485,1,96.8,96.8,28800,10000,broken clouds,04d,803,Clouds,340,5.82
506,Southampton,2637487,2.0,200,GB,1573178621.0,100.0,50.9,-1.4,999,31.21,GB,1415,1573196934,1573230587,1,32.0,28.4,0,10000,clear sky,01n,800,Clear,360,1.12
507,Rosita,NaN,100.0,NaN,NI,1573178622.0,99.0,13.92,-84.4,NaN,NaN,NI,NaN,NaN,NaN,NaN,72.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.13
508,Maniitsoq,NaN,99.0,NaN,GL,1573178623.0,43.0,65.42,-52.9,NaN,NaN,GL,NaN,NaN,NaN,NaN,38.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5
509,Vila do Maio,3374120,75.0,200,CV,1573178624.0,65.0,15.13,-23.22,1013,77,CV,2462,1573198284,1573239711,1,77.0,77,-3600,10000,broken clouds,04n,803,Clouds,30,14.99
510,Minot,5690532,1.0,200,US,1573178625.0,85.0,48.23,-101.3,1025,14.14,US,4955,1573133983,1573168683,1,17.6,12.2,-21600,16093,clear sky,01n,800,Clear,130,4.7
511,Rush,5174499,90.0,200,US,1573178626.0,86.0,40.31,-81.37,1026,33.8,US,3590,1573128107,1573164992,1,33.8,33.8,-18000,16093,overcast clouds,04n,804,Clouds,310,3.36
512,Port Lincoln,NaN,75.0,NaN,AU,1573178461.0,49.0,-34.72,135.86,NaN,NaN,AU,NaN,NaN,NaN,NaN,58.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.22
513,Belmonte,NaN,66.0,NaN,PT,1573178628.0,96.0,40.36,-7.35,NaN,NaN,PT,NaN,NaN,NaN,NaN,37.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.24
514,Luwuk,NaN,47.0,NaN,ID,1573178629.0,70.0,-0.95,122.79,NaN,NaN,ID,NaN,NaN,NaN,NaN,81.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.88
515,Isangel,2136825,20.0,200,VU,1573178632.0,69.0,-19.55,169.27,1009,80.6,VU,7317,1573149541,1573196054,1,80.6,80.6,39600,10000,few clouds,02d,801,Clouds,160,16.11
516,Rocha,NaN,1.0,NaN,UY,1573178634.0,91.0,-34.48,-54.34,NaN,NaN,UY,NaN,NaN,NaN,NaN,55.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.15
517,Pandamatenga,NaN,1.0,NaN,BW,1573178635.0,31.0,-18.54,25.64,NaN,NaN,BW,NaN,NaN,NaN,NaN,73.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.94
518,Kloulklubed,7671223,90.0,200,PW,1573178636.0,79.0,7.04,134.26,1009,84.2,PW,7901,1573159890,1573202510,1,84.2,84.2,32400,22530,overcast clouds,04d,804,Clouds,320,6.93
519,Santa Helena de Goias,NaN,96.0,NaN,BR,1573178637.0,87.0,-17.81,-50.6,NaN,NaN,BR,NaN,NaN,NaN,NaN,73.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.13
520,Davila,1715335,75.0,200,PH,1573178638.0,88.0,18.47,120.58,1010,78.8,PH,8159,1573164016,1573204951,1,78.8,78.8,28800,3000,light rain,10d,500,Rain,60,8.05
521,Tam Ky,1567148,75.0,200,VN,1573178639.0,88.0,15.57,108.48,1018,73.4,VN,9306,1573166700,1573208075,1,73.4,73.4,25200,3200,light rain,10d,500,Rain,320,4.7
522,Miedzyrzec Podlaski,NaN,0.0,NaN,PL,1573178640.0,96.0,51.99,22.78,NaN,NaN,PL,NaN,NaN,NaN,NaN,41.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.12
523,Sept-Iles,6144312,5.0,200,CA,1573178641.0,78.0,50.2,-66.38,1017,15.8,CA,1013,1573125920,1573159984,1,15.8,15.8,-18000,24140,clear sky,01n,800,Clear,310,3.36
524,Dhidhdhoo,NaN,0.0,NaN,MV,1573178642.0,75.0,6.88,73.1,NaN,NaN,MV,NaN,NaN,NaN,NaN,82.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.31
525,Phek,NaN,37.0,NaN,IN,1573178644.0,67.0,25.7,94.46,NaN,NaN,IN,NaN,NaN,NaN,NaN,69.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.76
526,La Ronge,6050066,75.0,200,CA,1573178645.0,62.0,55.1,-105.3,1020,19.4,CA,949,1573136234,1573168352,1,19.4,19.4,-21600,24140,broken clouds,04n,803,Clouds,170,10.29
527,Corner Brook,5927969,90.0,200,CA,1573178646.0,96.0,48.95,-57.95,1016,33.06,CA,832,1573123684,1573158173,1,33.8,32,-12600,6437,light snow,13n,600,Snow,297,1.7
528,Kharan,NaN,0.0,NaN,PK,1573178648.0,16.0,28.58,65.42,NaN,NaN,PK,NaN,NaN,NaN,NaN,56.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.49
529,Ixtapa,4004293,90.0,200,MX,1573178649.0,74.0,20.71,-105.21,1011,86,MX,7156,1573131969,1573172574,1,86.0,86,-21600,24140,overcast clouds,04n,804,Clouds,92,2.53
530,San Jose,3602137,75.0,200,HN,1573178650.0,78.0,14.25,-87.96,1015,77,HN,7095,1573127336,1573168926,1,77.0,77,-21600,10000,broken clouds,04n,803,Clouds,350,12.75
531,Lithakia,258241,75.0,200,GR,1573178651.0,100.0,37.72,20.83,1008,59,GR,6608,1573189728,1573227122,1,59.0,59,7200,8000,light rain,10n,500,Rain,130,9.17
532,Rawson,NaN,7.0,NaN,AR,1573178652.0,57.0,-43.3,-65.11,NaN,NaN,AR,NaN,NaN,NaN,NaN,53.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.26
533,Rio Hato,NaN,100.0,NaN,PA,1573178653.0,89.0,8.38,-80.16,NaN,NaN,PA,NaN,NaN,NaN,NaN,77.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.19
534,Gorin,NaN,0.0,NaN,BF,1573178655.0,34.0,12.34,-0.67,NaN,NaN,BF,NaN,NaN,NaN,NaN,81.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.4
535,Zhigansk,NaN,69.0,NaN,RU,1573178636.0,96.0,66.77,123.37,NaN,NaN,RU,NaN,NaN,NaN,NaN,-19.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.48
536,Santa Rosa,NaN,64.0,NaN,AR,1573178657.0,24.0,-36.62,-64.29,NaN,NaN,AR,NaN,NaN,NaN,NaN,60.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.8
537,Folldal,NaN,82.0,NaN,NO,1573178658.0,84.0,62.14,10.0,NaN,NaN,NO,NaN,NaN,NaN,NaN,6.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.39
538,Sikonge,149929,20.0,200,TZ,1573178659.0,53.0,-5.63,32.75,1016,75.2,TZ,2625,1573183354,1573227773,1,75.2,75.2,10800,10000,few clouds,02n,801,Clouds,120,13.87
539,Letpadan,NaN,94.0,NaN,MM,1573178660.0,97.0,17.78,95.75,NaN,NaN,MM,NaN,NaN,NaN,NaN,75.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.86
540,Houlton,4967563,90.0,200,US,1573178661.0,97.0,46.13,-67.84,1014,32,US,4439,1573125624,1573160981,1,32.0,32,-18000,2816,light rain,10n,500,Rain,353,7.16
541,Carballo,3126369,20.0,200,ES,1573178662.0,76.0,43.21,-8.69,1014,45.34,ES,6403,1573197489,1573233531,1,50.0,41,3600,10000,few clouds,02n,801,Clouds,330,11.41
542,Kyshtovka,NaN,100.0,NaN,RU,1573178663.0,94.0,56.56,76.62,NaN,NaN,RU,NaN,NaN,NaN,NaN,34.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.99
543,Belyy Yar,1510377,1.0,200,RU,1573178665.0,74.0,53.6,91.39,1020,33.8,RU,8942,1573175161,1573207818,1,33.8,33.8,25200,10000,clear sky,01d,800,Clear,180,8.95
544,Zaozerne,NaN,0.0,NaN,UA,1573178666.0,95.0,51.37,23.94,NaN,NaN,UA,NaN,NaN,NaN,NaN,42.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.5
545,Smirnykh,NaN,100.0,NaN,RU,1573178667.0,54.0,49.74,142.83,NaN,NaN,RU,NaN,NaN,NaN,NaN,28.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.93
546,Samfya,NaN,60.0,NaN,ZM,1573178668.0,67.0,-11.37,29.56,NaN,NaN,ZM,NaN,NaN,NaN,NaN,68.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.98
547,Laramie,5830062,1.0,200,US,1573178561.0,50.0,41.31,-105.59,1026,33.21,US,4663,1573134046,1573170679,1,35.6,30.2,-25200,16093,clear sky,01n,800,Clear,60,4.7
548,Tabas,113659,0.0,200,IR,1573178672.0,19.0,33.6,56.92,NaN,NaN,IR,7487,1573180622,1573218904,1,46.4,NaN,12600,NaN,NaN,NaN,NaN,NaN,NaN,2.24
549,Sergeyevka,NaN,84.0,NaN,KZ,1573178674.0,85.0,53.88,67.42,NaN,NaN,KZ,NaN,NaN,NaN,NaN,39.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.47
550,Huejuquilla el Alto,NaN,99.0,NaN,MX,1573178675.0,65.0,22.63,-103.9,NaN,NaN,MX,NaN,NaN,NaN,NaN,65.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.59
551,Loukhi,NaN,100.0,NaN,RU,1573178676.0,95.0,66.08,33.04,NaN,NaN,RU,NaN,NaN,NaN,NaN,18.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.32
552,Waipawa,NaN,0.0,NaN,NZ,1573178677.0,38.0,-39.94,176.59,NaN,NaN,NZ,NaN,NaN,NaN,NaN,79.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.97
553,Sinnamary,NaN,99.0,NaN,GF,1573178679.0,81.0,5.38,-52.96,NaN,NaN,GF,NaN,NaN,NaN,NaN,82.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.99
554,Axim,NaN,0.0,NaN,GH,1573178680.0,94.0,4.87,-2.24,NaN,NaN,GH,NaN,NaN,NaN,NaN,75.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.83
555,Tecpan,3588476,20.0,200,GT,1573178681.0,82.0,14.76,-90.99,1025,66.2,GT,7079,1573128101,1573169616,1,66.2,66.2,-21600,10000,few clouds,02n,801,Clouds,20,13.87
556,Pointe Michel,NaN,0.0,NaN,DM,1573178682.0,77.0,15.25,-61.38,NaN,NaN,DM,NaN,NaN,NaN,NaN,81.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.33
557,La Rioja,NaN,0.0,NaN,AR,1573178683.0,42.0,-29.41,-66.86,NaN,NaN,AR,NaN,NaN,NaN,NaN,69.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.11
558,La Quinta,5364079,1.0,200,US,1573178684.0,13.0,33.68,-116.3,1023,72.72,US,5129,1573135774,1573174093,1,80.6,66.2,-28800,16093,clear sky,01n,800,Clear,250,3.36
559,Inhambane,NaN,0.0,NaN,MZ,1573178686.0,85.0,-23.87,35.38,NaN,NaN,MZ,NaN,NaN,NaN,NaN,76.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.63
560,Chabahar,NaN,0.0,NaN,IR,1573178688.0,45.0,25.29,60.65,NaN,NaN,IR,NaN,NaN,NaN,NaN,69.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.62
561,Yinchuan,NaN,0.0,NaN,CN,1573178689.0,51.0,38.48,106.21,NaN,NaN,CN,NaN,NaN,NaN,NaN,48.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.16
562,Wuhu,1791236,0.0,200,CN,1573178690.0,71.0,31.35,118.43,1027,57.2,CN,9660,1573165630,1573204369,1,57.2,57.2,28800,10000,clear sky,01d,800,Clear,70,6.71
563,Puerto Maldonado,NaN,59.0,NaN,PE,1573178691.0,95.0,-12.59,-69.19,NaN,NaN,PE,NaN,NaN,NaN,NaN,72.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.19
564,Matara,NaN,100.0,NaN,BI,1573178692.0,79.0,-3.48,29.48,NaN,NaN,BI,NaN,NaN,NaN,NaN,58.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.36
565,Kutoarjo,NaN,0.0,NaN,ID,1573178693.0,48.0,-7.72,109.9,NaN,NaN,ID,NaN,NaN,NaN,NaN,84.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.83
566,Ornes,2969963,90.0,200,FR,1573178694.0,93.0,49.25,5.47,1003,39.76,FR,6589,1573194993,1573229230,1,42.8,37.4,3600,10000,overcast clouds,04n,804,Clouds,190,9.17
567,Ilebo,NaN,100.0,NaN,CD,1573178696.0,98.0,-4.33,20.59,NaN,NaN,CD,NaN,NaN,NaN,NaN,68.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.36
568,Henties Bay,NaN,51.0,NaN,NA,1573178697.0,91.0,-22.12,14.28,NaN,NaN,NA,NaN,NaN,NaN,NaN,55.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.26
569,Chernyshevskiy,NaN,16.0,NaN,RU,1573178698.0,91.0,63.01,112.47,NaN,NaN,RU,NaN,NaN,NaN,NaN,-3.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.29
570,Agadez,NaN,0.0,NaN,NE,1573178699.0,15.0,16.97,7.99,NaN,NaN,NE,NaN,NaN,NaN,NaN,79.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.98
571,Marquette,5000947,5.0,200,US,1573178700.0,79.0,46.54,-87.4,1027,24.26,US,5777,1573130384,1573165610,1,28.4,19.4,-18000,16093,clear sky,01n,800,Clear,300,8.05
572,Kon Tum,NaN,96.0,NaN,VN,1573178701.0,58.0,14.36,108.0,NaN,NaN,VN,NaN,NaN,NaN,NaN,77.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.28
573,Mendeleyevo,527581,90.0,200,RU,1573178702.0,100.0,56.04,37.23,1015,38.55,RU,9027,1573188720,1573220257,1,41.0,35.6,10800,450,light intensity drizzle,09n,300,Drizzle,60,6.71
574,Opuwo,NaN,100.0,NaN,NA,1573178703.0,15.0,-18.06,13.84,NaN,NaN,NA,NaN,NaN,NaN,NaN,73.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.66
575,Sabha,NaN,0.0,NaN,LY,1573178704.0,44.0,27.03,14.43,NaN,NaN,LY,NaN,NaN,NaN,NaN,64.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.44
576,Buin,NaN,48.0,NaN,CL,1573178706.0,33.0,-33.73,-70.74,NaN,NaN,CL,NaN,NaN,NaN,NaN,65.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.97
577,Bereda,3105522,20.0,200,ES,1573178707.0,76.0,43.27,-7.54,1014,50,ES,6403,1573197221,1573233247,1,50.0,50,3600,10000,few clouds,02n,801,Clouds,330,11.41
578,Gunnedah,2164206,0.0,200,AU,1573178708.0,13.0,-30.98,150.25,1006,86,AU,9604,1573153079,1573201646,1,86.0,86,39600,10000,clear sky,01d,800,Clear,290,23.04
579,Orito,NaN,82.0,NaN,CO,1573178709.0,83.0,0.67,-76.88,NaN,NaN,CO,NaN,NaN,NaN,NaN,70.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.95
580,Shingu,1847947,40.0,200,JP,1573178710.0,52.0,33.72,135.99,1016,64.4,JP,7959,1573161645,1573199925,1,64.4,64.4,32400,10000,scattered clouds,03d,802,Clouds,360,5.82
581,Alta Floresta,NaN,100.0,NaN,BR,1573178711.0,85.0,-9.87,-56.08,NaN,NaN,BR,NaN,NaN,NaN,NaN,72.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.81
582,Dali,NaN,0.0,NaN,CN,1573178712.0,54.0,34.79,109.94,NaN,NaN,CN,NaN,NaN,NaN,NaN,58.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.87
583,Kakonko,NaN,94.0,NaN,TZ,1573178713.0,90.0,-3.28,30.97,NaN,NaN,TZ,NaN,NaN,NaN,NaN,63.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.89
584,Lyubymivka,NaN,70.0,NaN,UA,1573178714.0,95.0,46.81,33.57,NaN,NaN,UA,NaN,NaN,NaN,NaN,55.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.2
585,San Martin,5392408,90.0,200,US,1573178462.0,82.0,37.08,-121.61,1021,58.6,US,6269,1573137404,1573175012,1,66.2,53.6,-28800,16093,overcast clouds,04n,804,Clouds,234,0.81
586,Buala,NaN,97.0,NaN,SB,1573178717.0,73.0,-8.15,159.59,NaN,NaN,SB,NaN,NaN,NaN,NaN,82.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.2
587,Camacha,2270385,75.0,200,PT,1573178718.0,59.0,33.08,-16.33,1023,67.23,PT,6902,1573198161,1573236526,1,68.0,66.2,0,10000,broken clouds,04n,803,Clouds,50,8.05
588,Strezhevoy,1490796,90.0,200,RU,1573178719.0,92.0,60.73,77.6,1003,17.6,RU,8986,1573180319,1573209280,1,17.6,17.6,25200,10000,overcast clouds,04n,804,Clouds,360,6.71
589,Kingaroy,2161376,0.0,200,AU,1573178720.0,11.0,-26.54,151.84,1010,91.4,AU,9535,1573153122,1573200839,1,91.4,91.4,36000,10000,clear sky,01d,800,Clear,300,13.87
590,Pachino,6539213,0.0,200,IT,1573178721.0,93.0,36.72,15.09,1012,46.4,IT,6702,1573190995,1573228610,1,46.4,46.4,3600,10000,clear sky,01n,800,Clear,80,3.36
591,Havre,5656497,1.0,200,US,1573178498.0,85.0,48.55,-109.68,1021,10.4,US,4447,1573136048,1573170641,1,10.4,10.4,-25200,16093,clear sky,01n,800,Clear,70,3.36
592,Aracuai,NaN,0.0,NaN,BR,1573178723.0,62.0,-16.85,-42.07,NaN,NaN,BR,NaN,NaN,NaN,NaN,68.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.8
593,Linares,NaN,88.0,NaN,CL,1573178724.0,83.0,-35.85,-71.6,NaN,NaN,CL,NaN,NaN,NaN,NaN,55.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.63
594,Sao Jose da Coroa Grande,NaN,80.0,NaN,BR,1573178727.0,76.0,-8.9,-35.15,NaN,NaN,BR,NaN,NaN,NaN,NaN,78.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.18
595,Port Keats,NaN,92.0,NaN,AU,1573178728.0,49.0,-14.25,129.55,NaN,NaN,AU,NaN,NaN,NaN,NaN,91.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.3
596,Hofn,NaN,99.0,NaN,IS,1573178729.0,70.0,64.25,-15.21,NaN,NaN,IS,NaN,NaN,NaN,NaN,39.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.35
597,Prince Rupert,6113406,90.0,200,CA,1573178730.0,93.0,54.32,-130.32,1008,50,CA,883,1573142077,1573174519,1,50.0,50,-28800,14484,light rain,10n,500,Rain,150,17.22
598,Penzance,2640377,75.0,200,GB,1573178731.0,93.0,50.12,-5.53,999,39.2,GB,1393,1573197786,1573231717,1,39.2,39.2,0,10000,broken clouds,04n,803,Clouds,20,11.41
599,Montepuez,NaN,99.0,NaN,MZ,1573178732.0,87.0,-13.13,39.0,NaN,NaN,MZ,NaN,NaN,NaN,NaN,71.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.39
600,Richards Bay,NaN,100.0,NaN,ZA,1573178733.0,83.0,-28.77,32.06,NaN,NaN,ZA,NaN,NaN,NaN,NaN,68.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.24
601,Aswan,359792,4.0,200,EG,1573178735.0,43.0,24.09,32.9,1012,69.8,EG,2526,1573185520,1573225536,1,69.8,69.8,7200,10000,clear sky,01n,800,Clear,340,3.36
602,Phalombe,NaN,0.0,NaN,MW,1573178736.0,58.0,-15.81,35.65,NaN,NaN,MW,NaN,NaN,NaN,NaN,73.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.53
603,Bafra,751335,72.0,200,TR,1573178738.0,87.0,41.57,35.91,1016,50,TR,7017,1573186563,1573223048,1,50.0,50,10800,10000,broken clouds,04n,803,Clouds,140,4.7
604,Comodoro Rivadavia,3860443,56.0,200,AR,1573178633.0,48.0,-45.87,-67.48,1013,59,AR,8284,1573117107,1573169325,1,59.0,59,-10800,10000,broken clouds,04n,803,Clouds,250,9.17
605,Nagar Karnul,NaN,89.0,NaN,IN,1573178740.0,74.0,16.48,78.32,NaN,NaN,IN,NaN,NaN,NaN,NaN,76.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.06
606,Mersing,NaN,100.0,NaN,MY,1573178742.0,67.0,2.43,103.84,NaN,NaN,MY,NaN,NaN,NaN,NaN,83.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.83
607,Sisimiut,NaN,100.0,NaN,GL,1573178743.0,54.0,66.94,-53.67,NaN,NaN,GL,NaN,NaN,NaN,NaN,22.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.77
608,San Carlos,NaN,100.0,NaN,NI,1573178745.0,91.0,11.12,-84.78,NaN,NaN,NI,NaN,NaN,NaN,NaN,75.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.02
609,Duncan,4535389,1.0,200,US,1573178746.0,69.0,34.5,-97.96,1031,37.47,US,3623,1573131452,1573169611,1,39.2,35.6,-21600,16093,clear sky,01n,800,Clear,360,9.17
610,La Palma,NaN,99.0,NaN,CO,1573178748.0,91.0,5.36,-74.39,NaN,NaN,CO,NaN,NaN,NaN,NaN,71.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.62
611,Auki,NaN,0.0,NaN,NG,1573178749.0,28.0,12.18,6.51,NaN,NaN,NG,NaN,NaN,NaN,NaN,73.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.74
612,Isla Vista,5359864,1.0,200,US,1573178617.0,72.0,34.41,-119.86,1019,61,US,4558,1573136702,1573174873,1,62.6,59,-28800,16093,clear sky,01n,800,Clear,240,3.36
613,Ocos,3592086,40.0,200,GT,1573178754.0,100.0,14.51,-92.19,1009,78.8,GT,7171,1573128371,1573169922,1,78.8,78.8,-21600,16093,scattered clouds,03n,802,Clouds,345,4.21
614,Egvekinot,NaN,56.0,NaN,RU,1573178755.0,94.0,66.32,-179.17,NaN,NaN,RU,NaN,NaN,NaN,NaN,14.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.71
615,Walvis Bay,3359638,52.0,200,NA,1573178756.0,82.0,-22.95,14.51,NaN,NaN,NA,2288,1573186388,1573233496,1,57.2,NaN,7200,NaN,NaN,NaN,NaN,NaN,NaN,11.41
616,Nichinan,1855476,20.0,200,JP,1573178757.0,42.0,31.65,131.31,1017,63.21,JP,8001,1573162565,1573201251,1,66.2,60.8,32400,10000,few clouds,02d,801,Clouds,330,4.7
617,Taunggyi,NaN,6.0,NaN,MM,1573178759.0,71.0,20.78,97.03,NaN,NaN,MM,NaN,NaN,NaN,NaN,75.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.61
618,Igrim,NaN,0.0,NaN,RU,1573178760.0,91.0,63.19,64.42,NaN,NaN,RU,NaN,NaN,NaN,NaN,5.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.81
619,Huntsville,4068590,90.0,200,US,1573178725.0,87.0,34.73,-86.59,1024,50.18,US,3794,1573128745,1573166860,1,55.4,46.4,-21600,16093,light rain,10n,500,Rain,10,11.41
620,Tomatlan,NaN,4.0,NaN,MX,1573178762.0,96.0,19.93,-105.25,NaN,NaN,MX,NaN,NaN,NaN,NaN,72.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.56
621,Gubkinskiy,NaN,83.0,NaN,RU,1573178763.0,95.0,64.43,76.5,NaN,NaN,RU,NaN,NaN,NaN,NaN,1.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.24
622,Espoo,660129,90.0,200,FI,1573178545.0,92.0,60.22,24.66,1012,28.4,FI,1332,1573192885,1573222126,1,28.4,28.4,7200,10000,light snow,13n,600,Snow,50,10.29
623,Amilly,3037846,40.0,200,FR,1573178765.0,100.0,47.98,2.77,1001,39.2,FR,6543,1573195433,1573230086,1,39.2,39.2,3600,10000,scattered clouds,03n,802,Clouds,150,8.05
624,Tan An,1567069,40.0,200,VN,1573178766.0,88.0,10.54,106.4,NaN,NaN,VN,9314,1573166829,1573208945,1,80.6,NaN,25200,4000,mist,50d,701,Mist,NaN,3.36
625,Gwadar,NaN,0.0,NaN,PK,1573178767.0,27.0,25.12,62.33,NaN,NaN,PK,NaN,NaN,NaN,NaN,78.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.42
626,Quatre Cocos,1106643,40.0,200,MU,1573178769.0,78.0,-20.21,57.76,1020,75.2,MU,2061,1573176242,1573222880,1,75.2,75.2,14400,10000,shower rain,09d,521,Rain,100,12.75
627,Lagoa,2267254,0.0,200,PT,1573178560.0,76.0,37.14,-8.45,1019,55.4,PT,6892,1573196695,1573234210,1,55.4,55.4,0,10000,clear sky,01n,800,Clear,290,10.29
628,Onzaga,NaN,100.0,NaN,CO,1573178771.0,94.0,6.34,-72.82,NaN,NaN,CO,NaN,NaN,NaN,NaN,61.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.74
